False_Positive_Rate,True_Positive_Rate,Threshold
0.0,0.0,inf
0.00398406374501992,0.0,0.7312215187708636
0.00796812749003984,0.0,0.6772643790076263
0.00796812749003984,0.005952380952380952,0.6735215643469716
0.01195219123505976,0.005952380952380952,0.6470842186037706
0.01195219123505976,0.011904761904761904,0.6387952223629388
0.01593625498007968,0.011904761904761904,0.6357963313017546
0.01593625498007968,0.017857142857142856,0.6265456223487855
0.0199203187250996,0.017857142857142856,0.622861541561202
0.0199203187250996,0.041666666666666664,0.6087813098578505
0.027888446215139442,0.041666666666666664,0.5987461291371925
0.027888446215139442,0.047619047619047616,0.59673090454438
0.0398406374501992,0.047619047619047616,0.5888601647291241
0.0398406374501992,0.05952380952380952,0.5823858518106697
0.04780876494023904,0.05952380952380952,0.5807304646434823
0.04780876494023904,0.07142857142857142,0.5772352704497247
0.06374501992031872,0.07142857142857142,0.5679923535338498
0.06374501992031872,0.07738095238095238,0.5674093163084827
0.06772908366533864,0.07738095238095238,0.5646988246933093
0.06772908366533864,0.08333333333333333,0.5617207944491664
0.07171314741035857,0.08333333333333333,0.5552476651997671
0.07171314741035857,0.08928571428571429,0.5508226767012069
0.10358565737051793,0.08928571428571429,0.5269244581175045
0.10358565737051793,0.10714285714285714,0.525296511468894
0.10756972111553785,0.10714285714285714,0.5208361214281476
0.10756972111553785,0.1130952380952381,0.5192410032759042
0.11155378486055777,0.1130952380952381,0.5158593637931799
0.11155378486055777,0.11904761904761904,0.5138310639839565
0.11553784860557768,0.11904761904761904,0.5094471772844458
0.12350597609561753,0.14285714285714285,0.5
0.13545816733067728,0.14285714285714285,0.4889121042578685
0.13545816733067728,0.1488095238095238,0.4887755095917573
0.15139442231075698,0.1488095238095238,0.48287864122817736
0.15139442231075698,0.15476190476190477,0.4823227525231504
0.1593625498007968,0.15476190476190477,0.4798706025524425
0.1593625498007968,0.17261904761904762,0.47561751778736927
0.16334661354581673,0.17261904761904762,0.4726255750852751
0.16334661354581673,0.20833333333333334,0.46575477494207823
0.17131474103585656,0.20833333333333334,0.45964953408279413
0.17131474103585656,0.21428571428571427,0.457902911661677
0.1752988047808765,0.21428571428571427,0.4557062404546737
0.1752988047808765,0.2261904761904762,0.45087427644099176
0.17928286852589642,0.2261904761904762,0.4465027630064528
0.17928286852589642,0.23214285714285715,0.44341828769152253
0.18725099601593626,0.23214285714285715,0.43960575164259
0.18725099601593626,0.23809523809523808,0.43773678725535836
0.19123505976095617,0.23809523809523808,0.4367820917730065
0.19123505976095617,0.25,0.43259502770263086
0.1952191235059761,0.25,0.43139865790162363
0.1952191235059761,0.25595238095238093,0.42937049341985156
0.20717131474103587,0.25595238095238093,0.42297326486460496
0.20717131474103587,0.26785714285714285,0.4146601202017214
0.24701195219123506,0.26785714285714285,0.4091561694404648
0.24701195219123506,0.27976190476190477,0.40818946276806795
0.26693227091633465,0.27976190476190477,0.4056196569187243
0.26693227091633465,0.2857142857142857,0.40194319398315415
0.27091633466135456,0.2857142857142857,0.40143638665445414
0.27091633466135456,0.30952380952380953,0.39983185078207106
0.2908366533864542,0.30952380952380953,0.3958729071058496
0.2908366533864542,0.31547619047619047,0.39558626390530216
0.29880478087649404,0.31547619047619047,0.39523041796864344
0.29880478087649404,0.32142857142857145,0.395029751447477
0.30677290836653387,0.32142857142857145,0.3943778409330336
0.30677290836653387,0.34523809523809523,0.39355120958513756
0.3147410358565737,0.34523809523809523,0.39289506193528856
0.3147410358565737,0.35119047619047616,0.3928783721698798
0.3187250996015936,0.35119047619047616,0.3927649795080161
0.3187250996015936,0.35714285714285715,0.3925991501600102
0.32669322709163345,0.35714285714285715,0.3925226515663713
0.32669322709163345,0.3630952380952381,0.392418653237952
0.3386454183266932,0.3630952380952381,0.3923470863814481
0.3386454183266932,0.36904761904761907,0.39203393318502705
0.3426294820717131,0.36904761904761907,0.39166178403550594
0.3426294820717131,0.375,0.3916057915606733
0.3466135458167331,0.375,0.39152386231546504
0.3466135458167331,0.4107142857142857,0.3911110852844601
0.35856573705179284,0.4107142857142857,0.3906069296074827
0.35856573705179284,0.4166666666666667,0.39041247504000937
0.3705179282868526,0.4166666666666667,0.39021759704145553
0.3705179282868526,0.42857142857142855,0.3898968842836232
0.3904382470119522,0.42857142857142855,0.38946925858588527
0.3904382470119522,0.43452380952380953,0.3894550229557105
0.40239043824701193,0.43452380952380953,0.3891652684520093
0.40239043824701193,0.44047619047619047,0.38907482349261135
0.41832669322709165,0.44047619047619047,0.3882195002196504
0.41832669322709165,0.44642857142857145,0.3879178136524065
0.4302788844621514,0.44642857142857145,0.3870589127169572
0.4302788844621514,0.4523809523809524,0.3866182551796854
0.4342629482071713,0.4523809523809524,0.38633420251936035
0.4342629482071713,0.4583333333333333,0.3861084028069032
0.44621513944223107,0.4583333333333333,0.3845314119773311
0.44621513944223107,0.47023809523809523,0.3841456291276823
0.450199203187251,0.47023809523809523,0.3841274975506406
0.450199203187251,0.4880952380952381,0.381959860609564
0.4541832669322709,0.4880952380952381,0.3815555955671659
0.4541832669322709,0.5059523809523809,0.37946949191810225
0.4581673306772908,0.5059523809523809,0.37936855649415047
0.4581673306772908,0.5178571428571429,0.37765816863927004
0.47410358565737054,0.5178571428571429,0.3766383890483131
0.47410358565737054,0.5416666666666666,0.37489760925839216
0.4860557768924303,0.5416666666666666,0.3736903350120261
0.4860557768924303,0.5476190476190477,0.37305362346938153
0.4900398406374502,0.5476190476190477,0.3730400068948422
0.4900398406374502,0.5535714285714286,0.37252313518286595
0.49800796812749004,0.5535714285714286,0.3717132977676888
0.49800796812749004,0.5595238095238095,0.3715773082267456
0.5099601593625498,0.5595238095238095,0.37100080101690347
0.5099601593625498,0.5654761904761905,0.37097902771224617
0.5139442231075697,0.5654761904761905,0.3705859462748759
0.5139442231075697,0.5773809523809523,0.37009280093716085
0.5258964143426295,0.5773809523809523,0.3690706497053154
0.5258964143426295,0.6011904761904762,0.36702925661969504
