Patient_ID,Perturbation,Feature,Original_Value,Perturbed_Value,Relative_Change,Percent_Change,Stable
LUNG1-001,Dilate_1,Statistical_Mean,-575.3164051776204,-567.0953214380736,0.014289673761360297,1.4289673761360298,True
LUNG1-001,Dilate_1,Statistical_Smoothness,0.058251212242487076,0.056794825251489156,0.025001831462928163,2.5001831462928163,True
LUNG1-001,Dilate_1,Statistical_Third_Moment,31362747.436782043,30691068.75522848,0.021416449018296917,2.1416449018296917,True
LUNG1-001,Dilate_1,Statistical_Uniformity,0.06472054458826734,0.06689053258359583,0.033528580594203834,3.3528580594203836,True
LUNG1-001,Dilate_1,Statistical_Variance,133297.50146062992,136932.10231288144,0.027266834054837975,2.7266834054837976,True
LUNG1-001,Erode_2,Angular_Mean,77.02620663462118,77.12515563696326,0.0012846147650948515,0.12846147650948514,True
LUNG1-001,Erode_2,Angular_Variance,1906.8149767050895,2041.77473317485,0.07077758362427296,7.0777583624272955,True
LUNG1-001,Erode_2,Dominant_Frequency,0.025150397922792472,0.04329665949777068,0.7215099192738105,72.15099192738104,False
LUNG1-001,Erode_2,Dominant_Orientation,60.70802274068518,55.76269451554011,0.08146086796911636,8.146086796911636,True
LUNG1-001,Erode_2,Fundamental_Period,61.00042001532562,55.54255699318581,0.08947254823439886,8.947254823439886,True
LUNG1-001,Erode_2,GLCM_Contrast,29.036681053540562,39.73846082371194,0.36856070948461467,36.856070948461465,False
LUNG1-001,Erode_2,GLCM_Correlation,0.7720553560070806,0.680571429213419,0.11849399927331464,11.849399927331463,False
LUNG1-001,Erode_2,GLCM_Energy,0.018671693904984965,0.0242835637456645,0.3005549399661741,30.05549399661741,False
LUNG1-001,Erode_2,GLCM_Entropy,7.28497915923418,6.9993344692968495,0.0392100901998131,3.92100901998131,True
LUNG1-001,Erode_2,GLCM_Homogeneity,0.4534297786298339,0.422948397178748,0.06722403972494709,6.722403972494709,True
LUNG1-001,Erode_2,GLCM_Maximum_Probability,0.06277766937368481,0.06279269669137329,0.00023937361546544928,0.023937361546544928,True
LUNG1-001,Erode_2,LBP_Entropy,6.004140665099076,5.802870904453191,0.03352182633158939,3.352182633158939,True
LUNG1-001,Erode_2,LBP_Mean,125.59612642363139,121.37587207085573,0.033601787514854424,3.360178751485442,True
LUNG1-001,Erode_2,LBP_Uniformity,0.0247533288163574,0.03610168694366665,0.45845785879958395,45.84578587995839,False
LUNG1-001,Erode_2,LBP_Variance,7160.263622496068,6809.537586417542,0.04898227978319361,4.898227978319361,True
LUNG1-001,Erode_2,Radial_Mean,0.08023993887194267,0.1081367397486195,0.34766727478691345,34.766727478691344,False
LUNG1-001,Erode_2,Radial_Variance,0.007045033282547534,0.009106816932099674,0.29265775857436177,29.26577585743618,False
LUNG1-001,Erode_2,Spectral_Energy,0.000630912157291202,0.0004732787354369311,0.24985003067790626,24.985003067790625,False
LUNG1-001,Erode_2,Spectral_Entropy,13.061260153569533,13.565865412082928,0.03863373461522324,3.8633734615223245,True
LUNG1-001,Erode_2,Statistical_Entropy,4.303862249143957,4.339379598022875,0.00825243625907931,0.825243625907931,True
LUNG1-001,Erode_2,Statistical_Mean,-575.3164051776204,-598.450127245847,0.040210433528459,4.021043352845901,True
LUNG1-001,Erode_2,Statistical_Smoothness,0.058251212242487076,0.0580958424748812,0.002667236639799129,0.2667236639799129,True
LUNG1-001,Erode_2,Statistical_Third_Moment,31362747.436782043,33168459.154825058,0.057575048923337833,5.757504892333784,True
LUNG1-001,Erode_2,Statistical_Uniformity,0.06472054458826734,0.06354885949350761,0.018103758276659165,1.8103758276659165,True
LUNG1-001,Erode_2,Statistical_Variance,133297.50146062992,124545.0570714707,0.06566097858739162,6.566097858739162,True
LUNG1-001,Dilate_2,Angular_Mean,77.02620663462118,74.4700694311228,0.033185292580012196,3.31852925800122,True
LUNG1-001,Dilate_2,Angular_Variance,1906.8149767050895,1851.5539462234472,0.028980803673532878,2.898080367353288,True
LUNG1-001,Dilate_2,Dominant_Frequency,0.025150397922792472,0.020828732103417354,0.17183290032395956,17.183290032395956,False
LUNG1-001,Dilate_2,Dominant_Orientation,60.70802274068518,63.87786126343434,0.0522144912590738,5.22144912590738,True
LUNG1-001,Dilate_2,Fundamental_Period,61.00042001532562,67.03416182759284,0.09891311913510285,9.891311913510286,True
LUNG1-001,Dilate_2,GLCM_Contrast,29.036681053540562,26.293224887528112,0.09448242934355369,9.448242934355369,True
LUNG1-001,Dilate_2,GLCM_Correlation,0.7720553560070806,0.8003739570159063,0.03667949556788768,3.667949556788768,True
LUNG1-001,Dilate_2,GLCM_Energy,0.018671693904984965,0.01899177493494809,0.017142581256522762,1.7142581256522762,True
LUNG1-001,Dilate_2,GLCM_Entropy,7.28497915923418,7.298893213465972,0.0019099648643681158,0.19099648643681158,True
LUNG1-001,Dilate_2,GLCM_Homogeneity,0.4534297786298339,0.4738297012620951,0.044990257794504204,4.49902577945042,True
LUNG1-001,Dilate_2,GLCM_Maximum_Probability,0.06277766937368481,0.06316774732873721,0.006213641872087625,0.6213641872087625,True
LUNG1-001,Dilate_2,LBP_Entropy,6.004140665099076,6.150136156032731,0.024315801224028384,2.4315801224028384,True
LUNG1-001,Dilate_2,LBP_Mean,125.59612642363139,127.58734923039624,0.015854173719088493,1.5854173719088493,True
LUNG1-001,Dilate_2,LBP_Uniformity,0.0247533288163574,0.02245862724562061,0.09270274667948558,9.270274667948557,True
LUNG1-001,Dilate_2,LBP_Variance,7160.263622496068,7260.712301720358,0.014028628626004869,1.4028628626004869,True
LUNG1-001,Dilate_2,Radial_Mean,0.08023993887194267,0.07097403984250567,0.11547739392255432,11.547739392255432,False
LUNG1-001,Dilate_2,Radial_Variance,0.007045033282547534,0.006126074798068533,0.1304406164773574,13.044061647735742,False
LUNG1-001,Dilate_2,Spectral_Energy,0.000630912157291202,0.0008208225985947429,0.3010093229442819,30.10093229442819,False
LUNG1-001,Dilate_2,Spectral_Entropy,13.061260153569533,12.672037474923348,0.02979977996532084,2.979977996532084,True
LUNG1-001,Dilate_2,Statistical_Entropy,4.303862249143957,4.142312621678182,0.0375359660960122,3.75359660960122,True
LUNG1-001,Dilate_2,Statistical_Mean,-575.3164051776204,-560.6682468127672,0.025461047578385673,2.546104757838567,True
LUNG1-001,Dilate_2,Statistical_Smoothness,0.058251212242487076,0.05015193865275124,0.13904042985440931,13.904042985440931,False
LUNG1-001,Dilate_2,Statistical_Third_Moment,31362747.436782043,30058076.782428604,0.04159937381070543,4.1599373810705425,True
LUNG1-001,Dilate_2,Statistical_Uniformity,0.06472054458826734,0.0727971641480658,0.12479220641883466,12.479220641883467,False
LUNG1-001,Dilate_2,Statistical_Variance,133297.50146062992,139596.54428247208,0.04725552056729745,4.725552056729745,True
LUNG1-002,Erode_1,Angular_Mean,97.77898956498767,96.8259783789675,0.00974658451943559,0.9746584519435589,True
LUNG1-002,Erode_1,Angular_Variance,3441.7750796850964,3422.8335828932713,0.005503409244731397,0.5503409244731398,True
LUNG1-002,Erode_1,Dominant_Frequency,0.014783108981138004,0.015849541532097153,0.07213858413137768,7.213858413137768,True
LUNG1-002,Erode_1,Dominant_Orientation,129.3301829955066,129.5727900898029,0.0018758737417447786,0.18758737417447785,True
LUNG1-002,Erode_1,Fundamental_Period,83.65939208898696,79.49026289816167,0.04983456234526139,4.983456234526138,True
LUNG1-002,Erode_1,GLCM_Contrast,14.623737714671092,15.480734575201351,0.05860313397651321,5.860313397651321,True
LUNG1-002,Erode_1,GLCM_Correlation,0.8080150675306335,0.7955342679998669,0.015446246032155034,1.5446246032155033,True
LUNG1-002,Erode_1,GLCM_Energy,0.03826876754405109,0.03823186733055975,0.0009642383557000194,0.09642383557000195,True
LUNG1-002,Erode_1,GLCM_Entropy,6.311547444288423,6.327091038618879,0.0024627232018230457,0.24627232018230458,True
LUNG1-002,Erode_1,GLCM_Homogeneity,0.5557108708369968,0.5502610292248009,0.00980697319091033,0.980697319091033,True
LUNG1-002,Erode_1,GLCM_Maximum_Probability,0.11056856720990119,0.11081359440256974,0.0022160655496548287,0.22160655496548287,True
LUNG1-002,Erode_1,LBP_Entropy,6.616338291699031,6.602703518116272,0.002060773343446744,0.20607733434467437,True
LUNG1-002,Erode_1,LBP_Mean,131.469222059972,131.68961652691172,0.0016763959159900275,0.16763959159900277,True
LUNG1-002,Erode_1,LBP_Uniformity,0.01719604845707453,0.01724632822898798,0.0029239142957151183,0.2923914295715118,True
LUNG1-002,Erode_1,LBP_Variance,8067.293324487925,8054.196164741027,0.0016234887241724579,0.1623488724172458,True
LUNG1-002,Erode_1,Radial_Mean,0.06319085637545993,0.06639051300418258,0.05063480402467269,5.0634804024672695,True
LUNG1-002,Erode_1,Radial_Variance,0.005598218022089336,0.005830076849300974,0.04141654117377609,4.141654117377609,True
LUNG1-002,Erode_1,Spectral_Energy,0.0013930183271505454,0.0012989485727228243,0.06752944494286958,6.752944494286958,True
LUNG1-002,Erode_1,Spectral_Entropy,12.226693019907637,12.356777316766026,0.010639368850316593,1.0639368850316593,True
LUNG1-002,Erode_1,Statistical_Entropy,3.222956266570022,3.192570825035435,0.009427816892757346,0.9427816892757346,True
LUNG1-002,Erode_1,Statistical_Mean,-526.935529869116,-534.2319515126717,0.013846896308867367,1.3846896308867367,True
LUNG1-002,Erode_1,Statistical_Smoothness,0.02075480116333206,0.020404059949647557,0.0168992808422643,1.68992808422643,True
LUNG1-002,Erode_1,Statistical_Third_Moment,53364031.40694125,53349228.93302132,0.00027738672528407706,0.027738672528407705,True
LUNG1-002,Erode_1,Statistical_Uniformity,0.16050375664040067,0.16461835243508802,0.025635510849168812,2.563551084916881,True
LUNG1-002,Erode_1,Statistical_Variance,138901.53872145712,136505.30981083584,0.017251276930966942,1.7251276930966941,True
LUNG1-002,Dilate_1,Angular_Mean,97.77898956498767,98.7077459621777,0.009498527253370125,0.9498527253370125,True
LUNG1-002,Dilate_1,Angular_Variance,3441.7750796850964,3463.2119059581382,0.006228421607086289,0.6228421607086289,True
LUNG1-002,Dilate_1,Dominant_Frequency,0.014783108981138004,0.013388844021018515,0.09431473189424852,9.431473189424851,True
LUNG1-002,Dilate_1,Dominant_Orientation,129.3301829955066,125.26120934616111,0.031461902821917846,3.1461902821917844,True
LUNG1-002,Dilate_1,Fundamental_Period,83.65939208898696,87.94733456487782,0.051254764932188994,5.125476493218899,True
LUNG1-002,Dilate_1,GLCM_Contrast,14.623737714671092,14.305791856159654,0.02174176429548941,2.174176429548941,True
LUNG1-002,Dilate_1,GLCM_Correlation,0.8080150675306335,0.8186285072520346,0.013135200255407101,1.3135200255407102,True
LUNG1-002,Dilate_1,GLCM_Energy,0.03826876754405109,0.03813546908008163,0.0034832181051042323,0.3483218105104232,True
LUNG1-002,Dilate_1,GLCM_Entropy,6.311547444288423,6.335943415538987,0.0038652915890920866,0.38652915890920864,True
LUNG1-002,Dilate_1,GLCM_Homogeneity,0.5557108708369968,0.5583986721960245,0.004836690264812333,0.4836690264812333,True
LUNG1-002,Dilate_1,GLCM_Maximum_Probability,0.11056856720990119,0.11060530849881153,0.00033229415771118706,0.03322941577111871,True
LUNG1-002,Dilate_1,LBP_Entropy,6.616338291699031,6.62653062421525,0.001540479350792334,0.1540479350792334,True
LUNG1-002,Dilate_1,LBP_Mean,131.469222059972,131.7549122026333,0.002173057223469282,0.21730572234692822,True
LUNG1-002,Dilate_1,LBP_Uniformity,0.01719604845707453,0.01717848365900483,0.0010214438574969275,0.10214438574969276,True
LUNG1-002,Dilate_1,LBP_Variance,8067.293324487925,8110.071535472593,0.005302672069058916,0.5302672069058916,True
LUNG1-002,Dilate_1,Radial_Mean,0.06319085637545993,0.0604359419394119,0.04359672576170205,4.3596725761702055,True
LUNG1-002,Dilate_1,Radial_Variance,0.005598218022089336,0.005313525092215162,0.050854205525908094,5.08542055259081,True
LUNG1-002,Dilate_1,Spectral_Energy,0.0013930183271505454,0.0014965313011164269,0.07430840782807212,7.430840782807212,True
LUNG1-002,Dilate_1,Spectral_Entropy,12.226693019907637,12.096699814946497,0.01063191860215055,1.063191860215055,True
LUNG1-002,Dilate_1,Statistical_Entropy,3.222956266570022,3.251880322495621,0.008974386722405378,0.8974386722405377,True
LUNG1-002,Dilate_1,Statistical_Mean,-526.935529869116,-519.8939448226441,0.013363276240303748,1.3363276240303747,True
LUNG1-002,Dilate_1,Statistical_Smoothness,0.02075480116333206,0.02109417487813947,0.0163515762997041,1.63515762997041,True
LUNG1-002,Dilate_1,Statistical_Third_Moment,53364031.40694125,53172283.53530677,0.0035932043846586526,0.35932043846586526,True
LUNG1-002,Dilate_1,Statistical_Uniformity,0.16050375664040067,0.15678542555476063,0.02316662963827536,2.316662963827536,True
LUNG1-002,Dilate_1,Statistical_Variance,138901.53872145712,141221.7405736298,0.0167039319616569,1.6703931961656902,True
LUNG1-002,Erode_2,Angular_Mean,97.77898956498767,95.8528194317639,0.019699223133652417,1.9699223133652417,True
LUNG1-002,Erode_2,Angular_Variance,3441.7750796850964,3430.219932953464,0.003357321865637275,0.3357321865637275,True
LUNG1-002,Erode_2,Dominant_Frequency,0.014783108981138004,0.017346308681894997,0.173387053022975,17.338705302297498,False
LUNG1-002,Erode_2,Dominant_Orientation,129.3301829955066,125.75798577774798,0.027620754374736524,2.7620754374736523,True
LUNG1-002,Erode_2,Fundamental_Period,83.65939208898696,75.10975061704404,0.10219583549984229,10.219583549984229,False
LUNG1-002,Erode_2,GLCM_Contrast,14.623737714671092,15.698051774390528,0.0734637122656845,7.346371226568451,True
LUNG1-002,Erode_2,GLCM_Correlation,0.8080150675306335,0.7794710715129012,0.035326068986516905,3.5326068986516903,True
LUNG1-002,Erode_2,GLCM_Energy,0.03826876754405109,0.03541510758700832,0.07456890148756244,7.456890148756244,True
LUNG1-002,Erode_2,GLCM_Entropy,6.311547444288423,6.346557363887659,0.0055469629133372495,0.554696291333725,True
LUNG1-002,Erode_2,GLCM_Homogeneity,0.5557108708369968,0.5420260114778779,0.024625862255505507,2.4625862255505506,True
LUNG1-002,Erode_2,GLCM_Maximum_Probability,0.11056856720990119,0.10298375990426571,0.06859822368175059,6.859822368175059,True
LUNG1-002,Erode_2,LBP_Entropy,6.616338291699031,6.587535123316257,0.004353339734594774,0.43533397345947744,True
LUNG1-002,Erode_2,LBP_Mean,131.469222059972,131.8434980610693,0.0028468716497507054,0.2846871649750705,True
LUNG1-002,Erode_2,LBP_Uniformity,0.01719604845707453,0.017169280257219508,0.001556648314980108,0.1556648314980108,True
LUNG1-002,Erode_2,LBP_Variance,8067.293324487925,8056.547331061145,0.001332044465788907,0.1332044465788907,True
LUNG1-002,Erode_2,Radial_Mean,0.06319085637545993,0.07067890444632074,0.11849891741250061,11.849891741250062,False
LUNG1-002,Erode_2,Radial_Variance,0.005598218022089336,0.0060741017857927305,0.08500629340008947,8.500629340008947,True
LUNG1-002,Erode_2,Spectral_Energy,0.0013930183271505454,0.0012131769891438543,0.12910191811658436,12.910191811658436,False
LUNG1-002,Erode_2,Spectral_Entropy,12.226693019907637,12.482293071053142,0.020905084533433052,2.0905084533433054,True
LUNG1-002,Erode_2,Statistical_Entropy,3.222956266570022,3.158545127829496,0.01998511100154469,1.998511100154469,True
LUNG1-002,Erode_2,Statistical_Mean,-526.935529869116,-541.928120713306,0.02845241968768752,2.845241968768752,True
LUNG1-002,Erode_2,Statistical_Smoothness,0.02075480116333206,0.020037173870237956,0.03457644751432021,3.4576447514320208,True
LUNG1-002,Erode_2,Statistical_Third_Moment,53364031.40694125,53348589.30540902,0.0002893728439380928,0.028937284393809277,True
LUNG1-002,Erode_2,Statistical_Uniformity,0.16050375664040067,0.16925853878626435,0.054545652569853866,5.454565256985386,True
LUNG1-002,Erode_2,Statistical_Variance,138901.53872145712,134000.6163239946,0.03528342768967076,3.5283427689670757,True
LUNG1-002,Dilate_2,Angular_Mean,97.77898956498767,99.48744966236644,0.017472670815883894,1.7472670815883895,True
LUNG1-002,Dilate_2,Angular_Variance,3441.7750796850964,3482.091879167448,0.01171395531344261,1.171395531344261,True
LUNG1-002,Dilate_2,Dominant_Frequency,0.014783108981138004,0.01280362850715073,0.13390150045656318,13.390150045656318,False
LUNG1-002,Dilate_2,Dominant_Orientation,129.3301829955066,139.821320194792,0.0811190161205441,8.11190161205441,True
LUNG1-002,Dilate_2,Fundamental_Period,83.65939208898696,91.49358514813312,0.0936439156862755,9.36439156862755,True
LUNG1-002,Dilate_2,GLCM_Contrast,14.623737714671092,13.661312865540996,0.0658125075755807,6.58125075755807,True
LUNG1-002,Dilate_2,GLCM_Correlation,0.8080150675306335,0.82743725452356,0.024036911901015007,2.4036911901015006,True
LUNG1-002,Dilate_2,GLCM_Energy,0.03826876754405109,0.03848108911239185,0.005548168440396074,0.5548168440396074,True
LUNG1-002,Dilate_2,GLCM_Entropy,6.311547444288423,6.323784722780019,0.0019388713464666815,0.19388713464666815,True
LUNG1-002,Dilate_2,GLCM_Homogeneity,0.5557108708369968,0.5635580943407358,0.014121054518727935,1.4121054518727936,True
LUNG1-002,Dilate_2,GLCM_Maximum_Probability,0.11056856720990119,0.11209170015094155,0.013775460598570311,1.377546059857031,True
LUNG1-002,Dilate_2,LBP_Entropy,6.616338291699031,6.638291663759607,0.0033180546539041214,0.3318054653904121,True
LUNG1-002,Dilate_2,LBP_Mean,131.469222059972,131.78153444335283,0.0023755551184319102,0.23755551184319101,True
LUNG1-002,Dilate_2,LBP_Uniformity,0.01719604845707453,0.016992047570425942,0.011863242137158572,1.1863242137158572,True
LUNG1-002,Dilate_2,LBP_Variance,8067.293324487925,8139.393313275262,0.00893732084446221,0.8937320844462211,True
LUNG1-002,Dilate_2,Radial_Mean,0.06319085637545993,0.058140020308331146,0.07992985626145539,7.992985626145539,True
LUNG1-002,Dilate_2,Radial_Variance,0.005598218022089336,0.005126098078753105,0.08433396867956014,8.433396867956015,True
LUNG1-002,Dilate_2,Spectral_Energy,0.0013930183271505454,0.0016063774614087198,0.15316319254363725,15.316319254363725,False
LUNG1-002,Dilate_2,Spectral_Entropy,12.226693019907637,11.977628951695975,0.02037051783390111,2.037051783390111,True
LUNG1-002,Dilate_2,Statistical_Entropy,3.222956266570022,3.280682603674255,0.017910989889312844,1.7910989889312845,True
LUNG1-002,Dilate_2,Statistical_Mean,-526.935529869116,-513.1024822590882,0.026251878694654895,2.6251878694654893,True
LUNG1-002,Dilate_2,Statistical_Smoothness,0.02075480116333206,0.02120488322000802,0.02168568386341033,2.168568386341033,True
LUNG1-002,Dilate_2,Statistical_Third_Moment,53364031.40694125,52867235.30368726,0.009309568451932407,0.9309568451932407,True
LUNG1-002,Dilate_2,Statistical_Uniformity,0.16050375664040067,0.15358330916871848,0.043117043591615424,4.311704359161542,True
LUNG1-002,Dilate_2,Statistical_Variance,138901.53872145712,143647.66067,0.03416896596128003,3.416896596128003,True
LUNG1-003,Erode_1,Angular_Mean,93.109712810612,94.18920304363667,0.011593744631351056,1.1593744631351055,True
LUNG1-003,Erode_1,Angular_Variance,3088.6308115650804,3071.5782908051547,0.00552106153188469,0.552106153188469,True
LUNG1-003,Erode_1,Dominant_Frequency,0.032036838691414,0.03266235645109204,0.01952495268659835,1.952495268659835,True
LUNG1-003,Erode_1,Dominant_Orientation,135.9321306740747,133.4239589852694,0.018451646982707598,1.84516469827076,True
LUNG1-003,Erode_1,Fundamental_Period,34.537901979235706,32.755342103160764,0.05161170117242854,5.161170117242854,True
LUNG1-003,Erode_1,GLCM_Contrast,30.010363686450003,31.84795396781967,0.061231856453621024,6.123185645362103,True
LUNG1-003,Erode_1,GLCM_Correlation,0.7768563134853527,0.7508361406676726,0.03349418980833281,3.3494189808332813,True
LUNG1-003,Erode_1,GLCM_Energy,0.007126091786883865,0.007485322038121317,0.05041055630221376,5.0410556302213765,True
LUNG1-003,Erode_1,GLCM_Entropy,7.800742027630578,7.693782697456542,0.013711430245376865,1.3711430245376865,True
LUNG1-003,Erode_1,GLCM_Homogeneity,0.37759440555508694,0.371538949242851,0.016036933342097656,1.6036933342097655,True
LUNG1-003,Erode_1,GLCM_Maximum_Probability,0.02493696249940688,0.025587065684281166,0.026069862554019867,2.6069862554019867,True
LUNG1-003,Erode_1,LBP_Entropy,6.207928924325663,6.079834713184211,0.02063396870404183,2.063396870404183,True
LUNG1-003,Erode_1,LBP_Mean,133.1190326288269,134.6884242392227,0.011789385630315756,1.1789385630315756,True
LUNG1-003,Erode_1,LBP_Uniformity,0.02601737345938584,0.028362138160934344,0.09012303663968146,9.012303663968147,True
LUNG1-003,Erode_1,LBP_Variance,8302.267040388033,8270.609072030096,0.0038131715354288325,0.38131715354288326,True
LUNG1-003,Erode_1,Radial_Mean,0.08784506001518469,0.09544634990930075,0.0865306471735817,8.65306471735817,True
LUNG1-003,Erode_1,Radial_Variance,0.008997731561588998,0.009739034167258052,0.08238772190466863,8.238772190466863,True
LUNG1-003,Erode_1,Spectral_Energy,0.0002666731574340999,0.00021307890504199307,0.20097355469813652,20.097355469813653,False
LUNG1-003,Erode_1,Spectral_Entropy,13.574405126618515,13.861894029229799,0.02117874779260392,2.1178747792603922,True
LUNG1-003,Erode_1,Statistical_Entropy,4.548083127224695,4.52961066852587,0.004061592143786717,0.4061592143786717,True
LUNG1-003,Erode_1,Statistical_Mean,-492.11438157948845,-509.17154401478814,0.03466097125744036,3.466097125744036,True
LUNG1-003,Erode_1,Statistical_Smoothness,0.05312909372510166,0.05041370268721923,0.05110930466708681,5.110930466708681,True
LUNG1-003,Erode_1,Statistical_Third_Moment,21159876.67306932,20381855.463303737,0.03676870247338395,3.676870247338395,True
LUNG1-003,Erode_1,Statistical_Uniformity,0.05212634081545871,0.05348864393696873,0.026134639420268144,2.6134639420268146,True
LUNG1-003,Erode_1,Statistical_Variance,84751.11118467335,78631.27417761859,0.07220951939756393,7.220951939756393,True
LUNG1-003,Dilate_1,Angular_Mean,93.109712810612,92.00582508764715,0.011855774114674625,1.1855774114674624,True
LUNG1-003,Dilate_1,Angular_Variance,3088.6308115650804,3102.047754219564,0.004343977468671601,0.43439774686716015,True
LUNG1-003,Dilate_1,Dominant_Frequency,0.032036838691414,0.030314309483339047,0.05376714053052301,5.376714053052301,True
